TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,overview
4650,Tiffin,2017-01-14 09:42:13,Morning,Weekend,Courtney,0,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4651,Coffee,2017-01-14 09:43:10,Morning,Weekend,Karen,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4652,Coffee,2017-01-14 09:45:45,Morning,Weekend,Lillian,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4652,Toast,2017-01-14 09:45:45,Morning,Weekend,Margaret,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4652,Tiffin,2017-01-14 09:45:45,Morning,Weekend,Malcolm,3,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4652,Farm House,2017-01-14 09:45:45,Morning,Weekend,Clarence,5,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
4653,Hot chocolate,2017-01-14 09:50:07,Morning,Weekend,Penny,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4653,Bread,2017-01-14 09:50:07,Morning,Weekend,Patrick,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4653,Medialuna,2017-01-14 09:50:07,Morning,Weekend,Carol,1,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4653,Toast,2017-01-14 09:50:07,Morning,Weekend,Nelson,5,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4654,Hot chocolate,2017-01-14 09:51:00,Morning,Weekend,Nicholas,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4654,Bread,2017-01-14 09:51:00,Morning,Weekend,Shelly,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4654,Medialuna,2017-01-14 09:51:00,Morning,Weekend,Joanne,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4654,Toast,2017-01-14 09:51:00,Morning,Weekend,Charles,4,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4655,Hot chocolate,2017-01-14 09:52:07,Morning,Weekend,Patrick,4,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4655,Bread,2017-01-14 09:52:07,Morning,Weekend,Adrian,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4655,Medialuna,2017-01-14 09:52:07,Morning,Weekend,Doug,2,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4655,Toast,2017-01-14 09:52:07,Morning,Weekend,Phyllis,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4656,Alfajores,2017-01-14 09:55:22,Morning,Weekend,Anna,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4656,Scone,2017-01-14 09:55:22,Morning,Weekend,Joanna,1,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4657,Coffee,2017-01-14 09:59:31,Morning,Weekend,Jacqueline,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4657,Cookies,2017-01-14 09:59:31,Morning,Weekend,Lucas,0,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
4658,Coffee,2017-01-14 10:04:21,Morning,Weekend,Willie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4659,Brownie,2017-01-14 10:19:46,Morning,Weekend,Christine,4,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
4659,Pastry,2017-01-14 10:19:46,Morning,Weekend,Frances,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4659,Bread,2017-01-14 10:19:46,Morning,Weekend,Dorothy,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4660,Bread,2017-01-14 10:22:03,Morning,Weekend,Linda,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4661,Pastry,2017-01-14 10:29:06,Morning,Weekend,Phyllis,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4661,Bread,2017-01-14 10:29:06,Morning,Weekend,Joshua,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4662,Coffee,2017-01-14 10:31:32,Morning,Weekend,Kristina,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4663,Coffee,2017-01-14 10:42:40,Morning,Weekend,Jon,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4663,Hot chocolate,2017-01-14 10:42:40,Morning,Weekend,Theresa,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4663,Hearty & Seasonal,2017-01-14 10:42:40,Morning,Weekend,Chuck,4,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4663,Bread,2017-01-14 10:42:40,Morning,Weekend,Janet,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4664,Coffee,2017-01-14 10:47:13,Morning,Weekend,Janet,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4665,Bread,2017-01-14 10:50:46,Morning,Weekend,Henry,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4666,Cake,2017-01-14 10:55:30,Morning,Weekend,Tatiana,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4667,Coffee,2017-01-14 11:07:54,Morning,Weekend,Steve,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4667,Coffee,2017-01-14 11:07:54,Morning,Weekend,Raymond,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4667,Cookies,2017-01-14 11:07:54,Morning,Weekend,Shelley,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
4667,Scone,2017-01-14 11:07:54,Morning,Weekend,Cody,1,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4668,Coffee,2017-01-14 11:17:29,Morning,Weekend,Jeanette,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4668,Coffee,2017-01-14 11:17:29,Morning,Weekend,Sean,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4668,Medialuna,2017-01-14 11:17:29,Morning,Weekend,Gabriel,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4668,Cake,2017-01-14 11:17:29,Morning,Weekend,Isabella,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4668,Tiffin,2017-01-14 11:17:29,Morning,Weekend,Ted,1,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4669,Coffee,2017-01-14 11:26:23,Morning,Weekend,Madeline,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4669,Medialuna,2017-01-14 11:26:23,Morning,Weekend,Bruce,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4669,Medialuna,2017-01-14 11:26:23,Morning,Weekend,Faith,4,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4669,Medialuna,2017-01-14 11:26:23,Morning,Weekend,Dwayne,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4670,Tea,2017-01-14 11:32:01,Morning,Weekend,Bryan,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4670,Truffles,2017-01-14 11:32:01,Morning,Weekend,Garry,4,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
4670,Medialuna,2017-01-14 11:32:01,Morning,Weekend,Cathy,4,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
4671,Pastry,2017-01-14 11:33:09,Morning,Weekend,Judith,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4671,Coffee,2017-01-14 11:33:09,Morning,Weekend,Josephine,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4672,Coffee,2017-01-14 11:36:11,Morning,Weekend,Stephen,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4672,Coffee,2017-01-14 11:36:11,Morning,Weekend,Gloria,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4672,Hot chocolate,2017-01-14 11:36:11,Morning,Weekend,Jordan,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4673,Scandinavian,2017-01-14 11:37:22,Morning,Weekend,David,3,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
4674,Coffee,2017-01-14 11:39:45,Morning,Weekend,Daisy,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4674,Coffee,2017-01-14 11:39:45,Morning,Weekend,Jackson,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4674,Tea,2017-01-14 11:39:45,Morning,Weekend,Sandy,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4674,Scone,2017-01-14 11:39:45,Morning,Weekend,Mary,5,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4675,Coffee,2017-01-14 11:47:54,Morning,Weekend,Mark,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4676,Hot chocolate,2017-01-14 11:49:58,Morning,Weekend,Robert,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4676,Coffee,2017-01-14 11:49:58,Morning,Weekend,James,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4676,Bread,2017-01-14 11:49:58,Morning,Weekend,Nicole,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4676,Scone,2017-01-14 11:49:58,Morning,Weekend,Edward,2,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4676,Cookies,2017-01-14 11:49:58,Morning,Weekend,Lucy,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
4676,Hearty & Seasonal,2017-01-14 11:49:58,Morning,Weekend,Jordan,1,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4677,Bread,2017-01-14 12:00:12,Afternoon,Weekend,Casey,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4678,Bread,2017-01-14 12:21:27,Afternoon,Weekend,Stacy,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4679,Coffee,2017-01-14 12:23:26,Afternoon,Weekend,Susie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4679,Alfajores,2017-01-14 12:23:26,Afternoon,Weekend,Leah,3,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4679,Pastry,2017-01-14 12:23:26,Afternoon,Weekend,Ruby,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4680,Cake,2017-01-14 12:26:29,Afternoon,Weekend,Jacqueline,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4680,Tiffin,2017-01-14 12:26:29,Afternoon,Weekend,Ethan,5,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4680,Bread,2017-01-14 12:26:29,Afternoon,Weekend,Elisabeth,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4680,Hot chocolate,2017-01-14 12:26:29,Afternoon,Weekend,Lori,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4680,Coffee,2017-01-14 12:26:29,Afternoon,Weekend,Gerald,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4681,Cake,2017-01-14 12:29:21,Afternoon,Weekend,Patsy,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4681,Farm House,2017-01-14 12:29:21,Afternoon,Weekend,Chris,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
4682,Coffee,2017-01-14 12:32:31,Afternoon,Weekend,Shelley,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4682,Pastry,2017-01-14 12:32:31,Afternoon,Weekend,Claudia,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4683,Coffee,2017-01-14 12:35:24,Afternoon,Weekend,Maureen,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4683,Alfajores,2017-01-14 12:35:24,Afternoon,Weekend,Kirk,0,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4684,Tea,2017-01-14 12:36:28,Afternoon,Weekend,Mary,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4685,Coffee,2017-01-14 12:36:53,Afternoon,Weekend,Clarence,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4685,Hearty & Seasonal,2017-01-14 12:36:53,Afternoon,Weekend,Denise,4,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4686,Coffee,2017-01-14 12:38:56,Afternoon,Weekend,Pam,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4686,Coffee,2017-01-14 12:38:56,Afternoon,Weekend,Neil,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4687,Bread,2017-01-14 12:42:30,Afternoon,Weekend,Stuart,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4687,Tea,2017-01-14 12:42:30,Afternoon,Weekend,Hugh,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4687,Tiffin,2017-01-14 12:42:30,Afternoon,Weekend,Bernard,4,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4688,Tea,2017-01-14 12:43:37,Afternoon,Weekend,Isaac,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4689,Bread,2017-01-14 12:48:29,Afternoon,Weekend,Joanna,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4690,Coffee,2017-01-14 12:53:30,Afternoon,Weekend,Emma,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4690,Tea,2017-01-14 12:53:30,Afternoon,Weekend,Lisa,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4691,Bread,2017-01-14 12:53:44,Afternoon,Weekend,Logan,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4692,Coffee,2017-01-14 12:55:14,Afternoon,Weekend,Edward,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4692,Tea,2017-01-14 12:55:14,Afternoon,Weekend,Bernice,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4692,Tea,2017-01-14 12:55:14,Afternoon,Weekend,Yvonne,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4692,Hearty & Seasonal,2017-01-14 12:55:14,Afternoon,Weekend,Nancy,3,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4692,Tiffin,2017-01-14 12:55:14,Afternoon,Weekend,Mitchell,3,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4692,Bread,2017-01-14 12:55:14,Afternoon,Weekend,Arthur,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4692,Cake,2017-01-14 12:55:14,Afternoon,Weekend,Debbie,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4693,Bread,2017-01-14 12:56:01,Afternoon,Weekend,Yolanda,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4694,Bread,2017-01-14 13:03:29,Afternoon,Weekend,Stefan,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4695,Hot chocolate,2017-01-14 13:45:41,Afternoon,Weekend,Jon,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4696,Coffee,2017-01-14 13:48:20,Afternoon,Weekend,Joe,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4696,Coffee,2017-01-14 13:48:20,Afternoon,Weekend,Anna,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4696,Brownie,2017-01-14 13:48:20,Afternoon,Weekend,Gary,1,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
4696,Pastry,2017-01-14 13:48:20,Afternoon,Weekend,Jon,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
4696,Bread,2017-01-14 13:48:20,Afternoon,Weekend,Justin,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4697,Scone,2017-01-14 13:49:32,Afternoon,Weekend,Ray,2,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4698,Coffee,2017-01-14 14:01:27,Afternoon,Weekend,Lyle,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4698,Brownie,2017-01-14 14:01:27,Afternoon,Weekend,Lloyd,5,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
4698,Alfajores,2017-01-14 14:01:27,Afternoon,Weekend,Brianna,4,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4698,Toast,2017-01-14 14:01:27,Afternoon,Weekend,Gail,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4698,Juice,2017-01-14 14:01:27,Afternoon,Weekend,Shari,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
4699,Coffee,2017-01-14 14:03:34,Afternoon,Weekend,Jean,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4699,Coffee,2017-01-14 14:03:34,Afternoon,Weekend,William,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4699,Tea,2017-01-14 14:03:34,Afternoon,Weekend,Sabrina,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4699,Bread,2017-01-14 14:03:34,Afternoon,Weekend,Roy,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4699,Cake,2017-01-14 14:03:34,Afternoon,Weekend,Leslie,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4699,Alfajores,2017-01-14 14:03:34,Afternoon,Weekend,Cathy,0,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4699,Toast,2017-01-14 14:03:34,Afternoon,Weekend,Janet,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks."
4701,Hearty & Seasonal,2017-01-14 14:11:38,Afternoon,Weekend,Susan,2,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4701,Sandwich,2017-01-14 14:11:38,Afternoon,Weekend,Benjamin,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
4701,Coffee,2017-01-14 14:11:38,Afternoon,Weekend,Jeremy,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4702,Juice,2017-01-14 14:15:34,Afternoon,Weekend,Lloyd,3,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.
4702,Hot chocolate,2017-01-14 14:15:34,Afternoon,Weekend,Louis,3,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
4702,Coffee,2017-01-14 14:15:34,Afternoon,Weekend,Travis,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4702,Hearty & Seasonal,2017-01-14 14:15:34,Afternoon,Weekend,Kim,3,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4703,Brownie,2017-01-14 14:18:34,Afternoon,Weekend,Carl,3,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
4703,Bread,2017-01-14 14:18:34,Afternoon,Weekend,Rachel,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4704,Coffee,2017-01-14 14:30:22,Afternoon,Weekend,Eleanor,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4704,Coffee,2017-01-14 14:30:22,Afternoon,Weekend,Cody,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4704,Cake,2017-01-14 14:30:22,Afternoon,Weekend,Jeanette,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4704,Sandwich,2017-01-14 14:30:22,Afternoon,Weekend,Jessica,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
4704,Hearty & Seasonal,2017-01-14 14:30:22,Afternoon,Weekend,Spencer,3,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
4705,Coffee,2017-01-14 14:32:14,Afternoon,Weekend,Terrance,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4706,Fudge,2017-01-14 14:34:01,Afternoon,Weekend,Gregory,3,"Dense, sweet confections made from sugar, butter, and milk or cream, often flavored with chocolate or nuts."
4707,Tiffin,2017-01-14 14:36:53,Afternoon,Weekend,Rosemary,3,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4707,Scone,2017-01-14 14:36:53,Afternoon,Weekend,Georgia,1,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea."
4707,Tea,2017-01-14 14:36:53,Afternoon,Weekend,Tommy,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4708,Coffee,2017-01-14 14:39:18,Afternoon,Weekend,Ray,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4708,Sandwich,2017-01-14 14:39:18,Afternoon,Weekend,Miranda,4,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
4709,Frittata,2017-01-14 14:50:59,Afternoon,Weekend,Jeffrey,0,"Italian egg-based dishes similar to omelets, often filled with vegetables, cheese, and meats."
4709,Tea,2017-01-14 14:50:59,Afternoon,Weekend,Elaine,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4709,Bread,2017-01-14 14:50:59,Afternoon,Weekend,Martin,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4710,Coffee,2017-01-14 14:57:12,Afternoon,Weekend,Tommy,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4711,Farm House,2017-01-14 15:16:59,Afternoon,Weekend,Haley,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits."
4712,Bread,2017-01-14 15:48:35,Afternoon,Weekend,Michael,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4712,Cake,2017-01-14 15:48:35,Afternoon,Weekend,Edwin,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4712,Alfajores,2017-01-14 15:48:35,Afternoon,Weekend,Reginald,0,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate."
4712,Bread,2017-01-14 15:48:35,Afternoon,Weekend,Yolanda,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4713,Coffee,2017-01-14 15:58:32,Afternoon,Weekend,Neil,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4713,Bread,2017-01-14 15:58:32,Afternoon,Weekend,Dale,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4713,Cake,2017-01-14 15:58:32,Afternoon,Weekend,Fannie,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4714,Mineral water,2017-01-14 15:59:18,Afternoon,Weekend,Marshall,0,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
4715,Bread,2017-01-14 16:01:25,Afternoon,Weekend,Stephen,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4716,Focaccia,2017-01-14 16:15:00,Afternoon,Weekend,Todd,0,"Italian flatbread flavored with herbs and olive oil, often served as an appetizer or accompaniment to meals."
4717,Tea,2017-01-14 16:20:29,Afternoon,Weekend,Alfred,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
4717,Bread,2017-01-14 16:20:29,Afternoon,Weekend,Marian,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
4718,Scandinavian,2017-01-14 16:23:00,Afternoon,Weekend,Ryan,5,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
4719,Cake,2017-01-14 16:45:16,Afternoon,Weekend,Samuel,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4720,Tiffin,2017-01-14 16:46:31,Afternoon,Weekend,Peter,0,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat."
4721,Muffin,2017-01-14 16:56:13,Afternoon,Weekend,Phyllis,0,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
4721,Cookies,2017-01-14 16:56:13,Afternoon,Weekend,Joan,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread."
4722,Coffee,2017-01-14 16:57:58,Afternoon,Weekend,Cliff,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
4722,Cake,2017-01-14 16:57:58,Afternoon,Weekend,Melanie,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
4723,Afternoon with the baker,2017-01-14 18:15:52,Evening,Weekend,Janet,1,"A selection of cakes, pastries, and sandwiches perfect for enjoying during a leisurely afternoon break."
4724,Afternoon with the baker,2017-01-14 18:16:04,Evening,Weekend,Shelly,3,"A selection of cakes, pastries, and sandwiches perfect for enjoying during a leisurely afternoon break."
4725,Afternoon with the baker,2017-01-14 18:16:42,Evening,Weekend,Gladys,5,"A selection of cakes, pastries, and sandwiches perfect for enjoying during a leisurely afternoon break."
